movie_id,person_id,role
177632,108535,[King Mickey Mouse]
169885,102554,[Mean Machine]
170451,108253,[Partygoer]
167988,101118,[Kabir Lal]
177891,101585,[Kirk]
178075,101650,[Tough Guy 1]
184075,110912,(Unknown)
187074,104728,[Dylan]
178541,103055,[Tony Valetta]
170544,113502,[Jason]
171030,110024,[Joe]
185127,107148,[Cpl. Zamorro]
171380,103707,[Taxista]
187224,113419,[Kulbir Singh]
171791,103806,[Drug dealer]
171855,110912,[Chabiley]
172032,101416,[Rav Shimon]
190927,104494,[Attorney]
186136,109792,[Dott. Palmieri]
186152,111096,(Unknown)
186431,104174,[Doctor]
191495,104091,[Vinnie Gomez]
194228,112631,[Riva]
194428,112312,[Tobias]
192545,109875,[Joe Erlichman]
197893,112415,[Gunter]
194701,108237,[Young Jeremy Stanton Father]
195296,111613,[Phil]
188235,112531,(Unknown)
188276,102903,[Himself]
193183,104892,[Maj. Padmaphani Acharya]
200233,108286,[Himself]
200451,104043,[Apotekaren]
195823,107517,[Kemal Yilmaz]
196341,103174,[Motorcycle Gang]
196350,101668,[Motel Manager]
201264,103055,[Narrator]
201605,102305,[Himself]
188696,101369,[Pedro Abrunhosa]
201721,105378,[The man]
193960,109875,[Hal]
204204,110023,[Angel Twin #2]
201914,105662,[Guest]
202221,112147,(Unknown)
204829,105343,[José María Saenz]
204829,109690,(Unknown)
205049,104091,[Ulysse]
207828,106748,[Nearby Boy]
205542,112380,[Child]
203243,102487,[Showroom Mannequin]
203584,107703,[Steve Supporter]
203918,106582,[Boy Scout #2]
207932,103338,(Unknown)
208141,105930,"[El árbitro, Ayestaranovich]"
208141,107218,[El lugarteniente 'Metralla']
211499,107834,[Blaze's Deputy]
207389,110775,[Vishnu]
207389,110909,[Ravi]
218460,100615,[Saïd]
211840,111928,[Matthew]
216595,107133,[Mike Awesome]
217054,113014,[Daniel Pratt]
212333,102168,[Himself - Performer]
212333,109104,[Himself - Participant/Perform
212369,112899,(Unknown)
209468,100564,[The film director]
209693,109474,[Det. Coombes]
212828,107116,[Himself]
212953,108535,[Mickey Mouse]
210054,107048,(Unknown)
210286,112081,[Crazy costumer]
217842,110776,[Bertrand]
218042,104157,[Young-jae]
218049,111243,(Unknown)
221834,107333,[Himself]
219262,107048,[Polyphem]
211047,104293,(Unknown)
213955,110408,(Unknown)
214046,102638,"[Himself (editor, Blue Harvest"
214248,105512,[Anthony]
214248,107401,[Foreman]
222472,103341,(Unknown)
214698,111162,[Club Manager]
219773,102502,[Jason]
228961,105662,[Himself (Commentary)]
226012,103254,(Unknown)
226489,106082,[Juan]
229972,107534,[Hoca]
230444,103806,[Starkey]
226516,101817,[swimming school child]
226516,111996,[Swimming school child]
226832,110041,[Claudio]
230701,109255,(Unknown)
228161,106314,[Flipper]
221100,111611,[Veg]
221166,105861,[Returning officer]
231771,101701,[Teenager]
201011,100733,[The Chimp]
201147,109589,(Unknown)
188929,100866,[Raul]
188929,101550,[Comedian]
189563,109792,[Vagan-Kellner]
189629,102035,[Prof. Bensen]
204051,109321,[Manfish]
204419,103055,[Himself]
197040,111564,[Bar Patron #1]
197040,113083,[Dealer]
204996,106082,[Lobo]
207706,103976,[MC]
202726,104325,[Joey]
205539,108402,[Thérouane]
203319,111511,[Stadium Security]
203344,109489,[Plainclothes 2]
203358,105327,[Comedy Store Patron]
203492,105861,[Foster Father]
203492,112262,[German Officer]
206300,112430,[L'Abbé de Cosnac]
207745,109589,(Unknown)
207947,100331,[Paolo]
207947,105697,(Unknown)
214815,104458,[Diner]
215067,111293,[Dennis 'Dennis P.' Petersen]
215367,102720,[Paul]
208581,104893,(Unknown)
216271,105947,(Unknown)
209133,103975,[Homeschooled Boy]
212257,100532,[Ernesto]
212334,111260,[Himself - Participant/Perform
212336,102168,[Himself - Performer]
217266,104091,[Christophe]
209683,108251,[Himself]
209776,100916,[Julius C. Saurian]
212859,108535,[Mickey Mouse]
212902,108535,[Mickey Mouse]
218227,101667,[Cachulo]
218227,105997,[Kulán]
221744,103725,[Alex]
222010,106513,(Unknown)
211048,109506,[Sr. Urquía]
213772,101854,[Felix]
219663,109155,[Himself]
225370,100798,[Police français]
222412,106064,[Policía Judicial]
229466,109589,(Unknown)
229564,103358,(Unknown)
229816,104892,(Unknown)
223330,111377,[Dr. Hypnotic-O]
226974,107968,[Male Model #1]
226974,108388,[Shuffling Man]
231352,103055,[Erzähler]
220826,100965,(Unknown)
220826,104892,[Ajay]
220826,104978,(Unknown)
228151,113116,[Costantino Paci]
221183,111711,[Himself]
223639,106297,[Phil]
223691,110726,[Uncle Virgil]
232749,100079,[Konsap]
221510,113301,[Tuan]
233399,109372,(Unknown)
233585,109087,[Sham]
224343,112514,[Ricky]
233892,107601,(Unknown)
233917,106082,[Bernardo]
234012,104509,[Man]
234151,105163,[Himself]
240471,106581,[Volonti]
240571,107148,[Paul]
238588,104325,[Fabrizio Bernini]
234612,102388,(Unknown)
234962,108769,[Himself - forsker]
234989,111678,[Machinist]
240785,100915,[Bartender #2]
241105,111664,[Himself]
247296,103742,[Mario Weng]
247296,105347,[Emilio Fuenzalida]
247882,104174,[Mr. Yang]
251801,100664,[Bicyclist]
251801,102152,[Sean Harris]
251917,104293,[Zé Maria]
248055,110394,[Angry guy]
243509,105731,[Himself]
243695,105343,[Fellini's Assistant]
243720,112229,[Capitão]
244279,113350,[Lodovico]
241605,111680,[Armani Model]
252537,107218,[El maquinista]
248641,104159,[Hyun-woo]
241798,101518,[Armando Rose]
241830,102253,[Deandre]
252862,101819,[Pablo]
242030,106932,[Chris]
242707,102137,(Unknown)
242811,106533,[Malo #1]
245267,111245,[Ro]
245365,112430,[Col. Lupo]
249663,110775,[Hardev Singh Haryanvi]
242818,106397,[Croupier brother #1]
253507,104494,[Stephen]
253571,105178,(Unknown)
253773,101333,[Piercer]
253821,101200,[Himself/Vocals]
253864,103976,[Mr. Connolly]
249920,109590,[Himself]
250379,110795,[Eager Kid]
255802,103875,[Himself]
250799,107118,(Unknown)
251040,107617,[Waiter]
256220,104826,[He's Just Being Ironic]
256220,110542,[Klaus]
259255,110775,[Jaiprakash]
256356,108255,[David Kaminsky]
205025,112430,[Alcántara]
205830,100916,[Evrin Sezgin]
206212,111244,[Viggo]
208169,111093,[Jake]
214869,109006,[Franco Calenda]
208503,101518,[Bank Manager]
208503,108386,[Val]
202283,106704,[News Reader #3]
204403,104682,[Child artiste]
189997,102399,[Francis]
190213,100434,[Dog Park Friend #2]
202324,110807,[Agent Jack Kimble]
205300,109342,[Pangu]
203242,110514,(Unknown)
203319,110832,[Cheerleader Gawker]
206486,101272,[Capt. 'Sharky' Kirgo]
206545,102776,[Jogger]
206595,104746,[Kmart CEO]
211500,102685,[Merlin's Gimp]
215067,111157,[Verner]
163453,113245,[Himself]
163522,105234,[Will Clemons]
159545,111025,[Gabriel Lontane]
163822,109362,(Unknown)
172163,105325,(Unknown)
172779,112077,[Polisinspektör strand]
172779,112879,[Eva-Lottas pappa]
172780,112077,[polisinspektör Strand (episod
172780,112879,[Eva-Lottas pappa]
172945,109460,(Unknown)
165077,113163,[Plump]
165261,105852,(Unknown)
160296,113454,[Himself]
160478,102251,[Himself]
173467,111941,[Wallace White]
168670,108860,[Michael Depasquale]
168718,110866,[Trooper]
174134,102874,[Dispatcher]
174166,100538,[Larbi]
174517,110237,[Bully #2]
160565,102251,"[Inspector Gadget (segments ""T"
160579,111668,[Howard Short]
160731,105818,[Policía Mayor]
160731,106320,[Guardaespaldas]
176792,106202,[Doc Kearny]
176808,107038,[Coco]
175804,101913,[Matt]
175906,100552,(Unknown)
176190,103471,[Mel]
180101,112007,[Carpenter]
181085,105325,(Unknown)
181255,104005,[Chaplin-figuur]
167048,102390,[Guard/Ensemble]
177461,112552,[Turner's Partner]
167698,108158,[Digital Voice]
181939,113206,(Unknown)
181971,104571,[Isao]
169856,100602,[Barabbas]
170238,109526,(Unknown)
182975,106534,[Fred Ling]
183143,105325,(Unknown)
177994,104821,[Tony]
168300,107131,[Angry Husband Roc]
170541,103185,[Audience]
184714,107531,[Jewelry Shopkeeper]
184811,101763,[Pieter Van Eckhardt]
184812,104957,[Buyer]
170558,103342,[Gary Puchov]
184913,111450,[Dad Asparagus]
171092,111473,[New Dancer]
171107,100286,(Unknown)
171325,100870,[Le médecin]
185366,110532,[Behrman]
185398,103412,[DEA Agent #1]
185398,110646,[Tito]
190811,103994,[Pojken med fribiljetter]
190811,111991,(Unknown)
190846,111993,[Peter]
191147,105482,[Antonio]
194255,105468,[Chencho]
194289,113077,[Grey]
191884,108058,[Uncredited]
194572,101749,(Unknown)
194573,101749,[Falschparker]
194638,106609,[Himself]
197464,100704,[Abu Pirumov (2nd Pilot)]
197715,106818,[Marty the Party]
198349,113152,(Unknown)
198551,110044,[Luca]
187403,112093,[Erik]
192683,106713,[Psycho/Zombie]
198816,101063,(Unknown)
198900,109412,[Max]
188138,102399,[Father]
188491,107806,[Steve Stacy]
188491,109944,[Brad]
188505,104696,[Det. Peter 'Playdo' Ota]
199150,105080,[Himself]
193488,112393,[Walter]
193572,108265,[Rabbi]
200521,112552,[Doc]
193819,103226,[Jim]
195945,111793,[Thomas]
196346,101913,[Nick]
201608,107322,[Himself]
189059,101465,[Nethanel]
201709,103953,[Himself/Special effects first
201793,106661,[Himself/Morton]
201824,108331,[Himself]
196779,104662,[Designer]
204184,111364,[Super]
204417,104355,(Unknown)
202378,111791,[Police Detective]
190244,107865,[Roger]
190313,104914,[Rev. Sackett]
205001,108901,[Alderán]
196894,101272,[Sam]
207640,109126,[Nacho]
207675,101288,[Boy]
207858,101438,[Man at bar]
205403,110866,[Doncea]
203263,111859,[Dwight Cooley]
206253,100788,(Unknown)
207941,105843,[The Agent]
190730,111007,(Unknown)
190745,101013,[Simon]
215796,111464,[Roger Gourock]
208730,101465,(Unknown)
208830,100811,[Catso]
216817,113231,[Brewster]
218840,106300,[Himself]
212337,112025,[Himself - Participant/Perform
212340,109176,(Unknown)
217820,111673,[Frank Gifford]
142341,113311,[Agent Jonzen]
163208,102624,[Hughy]
163565,102665,[Brother Daniel]
163601,102383,[Punk #6]
163733,101524,[Edoardo]
160034,100384,[Journalist]
165123,111148,[Meyer]
164471,107322,[Self]
172309,101622,[Sylvia's Father]
165582,113088,[Brad]
165666,104630,[Private Investors]
165848,111959,[Phanos]
160300,104882,[Himself]
160434,113286,[Michael Parker]
174858,113329,(Unknown)
175724,101640,[Yoshihiro Shimazu]
166566,112611,[Corp (East Coast)]
160886,109176,[Saul Mortara]
176685,110212,[Himself]
169017,100361,[Joni]
169017,103085,[Joni's Little Brother]
169065,102710,[George]
169174,108517,[Josh Kirby]
169176,108517,[Josh Kirby]
169431,107322,[Himself]
176017,101465,[Avi]
176410,111459,[Janet's husband]
176964,104696,[Dr. Yamada]
180222,108942,[Robber]
180222,108944,[Robber]
177089,113170,[Client]
166886,104112,[Kamal]
167043,100479,[Rev. Jesse Jackmon Jr.]
181799,100225,[Himself]
182621,105550,[Esben]
169967,111364,[Mauricio]
169976,112077,[Ragnar Waldengren]
183005,104696,[Yoshio Mori]
183139,105325,(Unknown)
170067,105950,(Unknown)
170144,100034,[Himself]
168238,101036,[Cafeteria Kid]
187074,112118,[Henchman]
184859,107674,[Man in Audience]
170544,113238,[Boy 1]
170612,113445,[Documentary Subject]
170721,105852,[Additional voices]
185127,101072,[Inmate]
185127,109085,[Guard]
171332,111125,[Sheldon]
171689,101763,[Marshal Zelentsov]
171689,104746,[Fyodor Tsetkov]
191302,105852,(Unknown)
187424,107322,(Unknown)
194228,101890,[Vinny Pallazzo]
186897,108526,[Spree Teddy Club Band]
198127,103208,(Unknown)
194810,109676,[Himself]
194996,100445,[Reporter 1]
195205,101763,(Unknown)
199483,113154,"[Klaus, the Bartender]"
195630,104666,[Himself]
193567,101722,[Himself]
182945,100028,[Themselves - Performers: 'I W
182945,112819,[Britney's Dancer]
168178,109802,(Unknown)
187325,100387,[Conductor]
178974,104270,[Lead]
170922,104197,[Matti Virtanen]
171079,111090,(Unknown)
185103,102364,[Flower Shop Patron]
171131,102784,[Balloon Captain]
185219,107155,[Himself]
185219,110813,[Himself]
171288,100035,[Himself]
179462,105131,[Himself]
185503,111690,[Courting Male 1]
185612,102500,[Luke Phillips]
171699,111290,[Himself - Oberstløjtnant/Chef
185660,103034,[Lakota Boy #2]
171922,112367,[Cile]
190810,112110,[Biffen]
191051,101148,[Press Coordinator]
186637,102116,[Marksman #2]
191326,104840,[Sebastion]
191353,104154,(Unknown)
191369,104470,[Sea Plane Pilot]
191653,106160,[Vic]
191653,108464,[Trotsky]
191653,113428,[Bean]
186737,111774,[Gary Earl Fitch]
187482,104840,[Luther]
187516,100569,(Unknown)
187632,101532,[Franco]
187766,106392,(Unknown)
197317,109861,[L'avocat]
197537,109861,[voice]
197537,110495,[Un cosaque]
192748,108607,[Jasper's House Band's Tenor S
195211,106060,(Unknown)
198246,106969,[Escribano]
198294,109861,[Himself]
198469,106092,[Himself]
195327,106762,[Frank Bonner]
198771,107255,(Unknown)
199148,106092,[Kevin Hollander]
193175,104340,[Tommy C.]
200943,102734,[Le boxeur]
188561,112460,[Brian]
188634,112435,[Street Kid]
196342,100762,[FBI Agent Sato]
201881,104840,[Cabe Attucks]
202065,103116,[Gendarme Hélico]
202124,112960,(Unknown)
204989,109970,[Hermano Andrés]
205071,108884,[Isidoro]
202756,107278,(Unknown)
190724,105013,[Det. Const. Pryor]
203344,108573,[Bodyguard 1A]
203569,106762,[A.C. Gilbert]
203601,107014,[Jacques Carcanogues]
214792,100226,[German general]
207020,102734,[Pascal]
211666,113373,[Paulo]
211764,106251,[Hank Land]
211782,111583,[Himself (Jethro Tull)]
215031,109802,[Raúl]
215051,112553,(Unknown)
208390,105667,[Eighth Grader in Gym]
208390,107782,[Valdimir]
208506,101148,[Mr. Brinkman]
208549,105276,[Alberto]
215767,101532,[Jef]
216255,105365,[Tarek]
212084,110520,[Father of lost child]
203062,105549,[Musician]
207858,101437,[The Male as a Cub]
207858,101439,[The Female's Fantasy Son]
205836,107950,[Himself (associate producer)]
203264,100937,[Kurt]
203313,108400,[Hasting's]
206221,105367,[Kameramann 'Morocco']
206373,102557,(Unknown)
203897,111944,[Himself (Full-back 1987-91)]
190628,107223,[Andy]
214845,104206,[Himself - the host]
214845,104279,[Himself]
211518,104381,[Gifford]
211836,104447,[Tenor]
218340,104104,[Goon #3]
215462,104372,[Himself - Musical Guest]
215549,107278,(Unknown)
215813,101532,[Bird]
215831,101596,[Stage Guy #1]
215983,103275,(Unknown)
215983,110765,(Unknown)
216184,104824,[Foreman]
208829,103116,[Le cafetier]
208830,104220,[Père de Karim]
216215,104181,[In-Gong]
216348,108005,(Unknown)
217484,104061,[Cabby]
212423,105985,(Unknown)
209365,112387,[Kidnap Porter]
217821,111358,[Himself]
218005,111774,[News Cameraman]
213158,113353,[Mafiosa #3]
213292,112074,[Mats]
213726,105276,(Unknown)
213759,108818,[Operador Grúa Grosnik]
224573,108050,[Levin Collins]
225306,109277,[Die Knackis]
228984,113362,[Himself]
220276,108341,[Montmartre Dancer]
222367,107278,(Unknown)
222582,101148,[Hank Whitehead]
229603,100394,[Vincenzo Rapallo]
229788,104181,[Takuji]
223636,106203,[Fred]
227195,104681,(Unknown)
227664,102382,[Walter Dandridge]
231305,110295,[Le Clochard]
223720,103518,[Mexican Standoff Extra]
228501,103902,[Muddy]
223871,105640,[Young Memo]
224085,111851,[Young Rollo]
224155,111733,[Race Course Extra]
221214,106217,[Alastair Bing]
236118,101387,[Lewis]
236137,105892,[Iman]
236406,101582,[Vendedor de diario]
221481,100028,[Themselves - Performers]
237006,106546,[Jason]
233948,108591,(Unknown)
237825,106219,[Bouncer]
238024,112751,[Nae]
240466,107950,[Himself]
240682,101089,[Passerby]
234347,108573,(Unknown)
240818,104840,[Bull Sharky]
238913,101114,[The OPC]
235233,109763,[Poisseman]
235234,111299,[Mâle humain]
243689,113062,[Mansueto]
247168,103827,[Policía 2]
247500,111824,[Capt. James Holland]
235417,100060,(Unknown)
247502,106735,[Power Outlet Head #1]
247634,112887,[Man with cap]
247984,106476,[Delegato polizia]
248137,108216,[A.J. Catbar]
248220,112317,(Unknown)
243791,108205,[Jake]
243943,104481,[Frenchie]
244458,108041,[Mr. Marlish]
244662,112403,(Unknown)
244694,102909,(Unknown)
252983,106853,[Uncle Bill]
249557,102209,[Boy in Bathroom]
242621,109268,[Marty]
242688,101655,[Cataldo Chiesa]
242872,111774,[Opie Anderson]
253200,113155,[Avv. FarKas]
253301,108573,(Unknown)
253367,106360,(Unknown)
253367,108568,(Unknown)
245412,112987,"['Henry' George Bowers, Spit'n"
253667,106969,[Raúl]
253851,100158,[Witness for the defense]
253851,111074,[Jury foreman]
243390,112662,[Piaba]
254388,103936,(Unknown)
251410,105142,[Holbrook]
251477,103225,[Capt. Rafe McCawley]
251514,102441,[Slave]
254589,103225,[Sheriff Bryce Hammond]
214854,113044,[Cilluzzo]
208503,113214,[Sebastien]
206864,104824,[Det. Albany]
207151,110465,[Ivan]
215136,103311,[Participante #4]
207484,106819,[Pedestrian]
218345,105024,[Himself (at the Last Resort)]
215303,103275,[Robert]
218415,112987,[Additional Voice]
216473,103395,[Bartender]
216474,102886,[Bar Patron]
216474,102952,[Limo driver]
218340,107324,[Auto Rickshaw Driver]
215448,110902,(Unknown)
215983,101058,(Unknown)
216099,100425,(Unknown)
208830,101760,[Homme de main 1]
212238,104367,[Musician]
209112,111355,[Jamaal Baileygates]
217402,104919,(Unknown)
212691,109496,[Officer Jesus]
212721,104802,(Unknown)
209365,102897,[Henchman]
217603,107660,[Gleeful Bully]
217603,111335,[Police Officer]
209846,107344,[Crni]
217870,110031,[Maresciallo]
212908,105420,[Panchito]
218221,107677,(Unknown)
213292,112055,[André]
222031,108862,[Rafael]
213389,107073,[Barman del barro]
210835,103065,[Dwight]
210866,108480,[Neil Bucyk]
210868,106072,"[Padre Portillo, the Priest]"
219458,101058,[Baptiste]
213660,109866,[Akaishi]
222032,108862,[Felipe]
213875,113491,[Cop 1]
213978,103231,(Unknown)
214343,112071,[Frans]
225306,102864,[Die Knackis: Schoko Crossy]
207097,108913,(Unknown)
216506,112170,[Nanao Itoh (Chie's elder brot
208754,107009,[Kochubey]
208952,108129,[Presenter]
209138,112658,[Prison Footballer]
212148,110402,[Louis Fouly]
212515,105538,(Unknown)
212666,107175,[Pescador 3]
217727,101125,[Maître Hecquet]
217827,104519,[Said]
210090,110366,(Unknown)
210308,111103,[Himself]
212982,111939,[Olaf]
221739,110950,[Policía]
221756,113276,[Julián]
221891,108579,(Unknown)
221908,109715,[Productor]
210625,101745,[Himself]
210643,106841,[John Swenson]
210660,108812,[Boy]
210694,108663,[Faquir]
210741,106773,[Jarra/Family Dad Alien]
211045,109715,[Arturo]
213466,106773,[Mighty Joe Young]
222139,101058,(Unknown)
222208,106605,[Dr. Alex]
222339,103247,[Hangman]
222492,101107,[Noah]
213852,108411,[Miles Williams]
214003,101125,[Pascal]
214184,103381,[Ambrosio]
219549,109082,[Jax]
229074,103330,[Pasha]
229260,104551,[Aboriginal Tracker]
222508,110902,(Unknown)
225969,104602,[Rom Romeo]
229577,113140,(Unknown)
230013,105704,[Himself]
230445,101026,[Michael]
226484,110285,[Boy in the bar #1]
226487,101007,(Unknown)
230815,101023,[Girard]
231031,102979,[Adam Shapiro]
231031,109147,[Zach Newman]
231083,101859,(Unknown)
223745,101160,[Paul]
223762,107727,[Salvatore Casale]
223762,110419,[Chico]
228390,112305,[The Deejay]
232117,105638,[Park Ranger]
232117,105639,[Park Ranger]
235811,100842,[Valentin]
235846,104503,[Vainio]
232904,104366,[Kazaki]
232986,112054,[Redneck in crashing car]
236579,100524,(Unknown)
221423,108728,[Himself - Presenter]
221437,100038,[Performers]
221487,107407,[Live Performance]
237331,104518,[Boni's Friend]
233521,101108,[Jarvis]
233655,108579,(Unknown)
233755,108579,(Unknown)
224346,103381,[Football fan #2]
237783,109246,[Dr. Goldstein]
240189,103598,[Performer]
237798,100257,[Jerry]
234073,113223,[Himself]
234123,102413,[Dwane]
241174,101058,[Omar]
238803,111971,[Expedit]
239489,100123,[Participant (Alpine skiing)]
239489,109045,[Participant (cross country sk
239722,100524,[The Priest]
239756,100792,[Alex Thomas Phillips]
243667,101526,[Horst Fantazzini]
235040,112104,[Olle Bolmström]
239787,102329,[Himself]
239787,109383,[Himself]
247494,102012,[Momo]
247541,105302,[Jose]
251669,100789,[Mehrollah's friend]
244034,105420,[Additional Character Voice]
251987,112406,[Pianist]
241308,103049,(Unknown)
241342,103965,[The Incredible Hulk]
241342,107476,[Spiderman]
248410,112825,[Jean-Pierre]
244282,107344,(Unknown)
244285,109866,[Chairman Shimamori]
248513,110268,[Sergio]
248513,112354,[un finanziere]
241726,106940,[Policeman]
244918,112508,[Steve Carson]
245053,105368,[Nikolai Akulov/Radio Voice]
245219,110065,[Arson Investigator]
243149,108728,[Himself]
245838,106291,[Customs Officer]
245920,108513,[Charlie Foster]
254094,110200,[The business man]
254379,112759,[Himself]
251202,109248,[Crab Brother]
251420,101694,[Driver]
246005,113493,[Greg]
251538,100057,(Unknown)
259360,107559,[Man in Church]
256636,102898,[Bobby]
256817,102897,[Nathan]
254846,110419,[Uncle Tony]
254847,108798,[TV Host]
255031,101107,(Unknown)
255112,101526,[Gigi]
256968,111756,[Lou]
257204,111887,[Barber Shop Patron]
247058,104335,(Unknown)
263403,101960,[Doctor]
263405,101694,(Unknown)
259694,102947,(Unknown)
259895,109815,(Unknown)
257318,101361,(Unknown)
263939,104484,(Unknown)
267013,112909,[Himself]
267180,112338,[Gen. Duma]
267180,112708,(Unknown)
260429,101192,[Lipe]
207461,105002,[3264]
207554,104366,[Det. Aguri Katsuragi]
218416,105420,[Mike]
215717,112825,[God]
208858,113291,[Abel]
209133,103382,[African Warrior]
212334,110166,[Himself - Performer (performi
216712,103049,[Maderiaga]
212411,103864,(Unknown)
212620,110065,[Lawyer Hayes]
209658,101160,[Denny Byrnes]
209658,103733,[Cop]
212818,106105,(Unknown)
221633,106774,[Juster]
210739,106773,[Mikey]
222194,111755,[Mr. Roque]
211037,104215,[Korhonen]
211048,103864,[Periodista]
224895,106592,[Himself]
225034,112137,[Alex]
214299,101107,[Dr. Gates]
214715,104686,[Mailboy]
219731,107625,[Philip Snowden]
222630,108480,[Man in Tuxedo]
222878,112589,[PC Poole]
220408,101160,[David Fanelli]
226908,109129,[Carlo]
231068,103499,[News Reporter]
220608,110619,[Tassista 1]
231134,105168,[Nick Adolfo]
231286,101006,[Bernard]
231536,100038,[Himself]
231536,111355,[Himself]
231577,110402,[Spitz]
221149,111552,[Himself - Interviewee]
209056,106985,(Unknown)
209138,101114,[Bob]
217727,103116,[Surveillant 1]
217728,102734,[Gaspard]
217728,112887,[Jean-Louis]
217745,107857,[Giselle's Wedding Date]
209757,110965,[Ernie]
217811,113214,[Récitant/Narrator (French ver
221737,105817,[Fotógrafo forense]
221756,103827,[Objetor del SAMUR]
210660,108816,[José]
210694,110481,[Cantor de ópera]
210741,101314,[Mannix]
218899,109802,[Vilamari]
219149,106930,(Unknown)
219347,103275,[Loubiac]
222292,107830,[Tough #1]
222292,107916,"[Mr. Gilroy, State Certificati"
224563,103354,(Unknown)
224729,112119,[Dennis Davern]
225046,109175,[Marcos]
214755,106819,[Captain of Industry]
222573,106092,[National Security Advisor Alv
222693,104824,[Pathologist]
229311,102241,[Henry]
229545,104497,[Lippalakkimies #1]
223026,100337,[Lucien]
230347,103152,[Chris Washburn]
223461,105844,[Stefan]
223596,104624,(Unknown)
220587,104413,[Todd]
220686,100560,[Haramy]
227622,104397,[Himself (at Super Bowl XXX)]
231900,106571,[Shmuel]
231900,107014,[Democatic Delegue]
232018,100437,[Various]
224027,101148,[Friend #2]
232503,111515,[Newscaster]
232986,111533,[Kohlberg/Ghost]
236579,103493,(Unknown)
233337,109829,[Lucas]
236713,111349,[Himself]
233439,113205,(Unknown)
233805,112201,(Unknown)
237783,104379,[Nathan]
237783,106092,[Sidney Miller]
233971,102925,[Cow and Chicken]
240004,101673,(Unknown)
240189,104638,[Himself]
237851,106335,(Unknown)
234358,105217,[Héctor]
234390,105433,[Beto]
234490,110254,(Unknown)
240724,110154,[Jimmy]
240941,102557,(Unknown)
241159,110061,[Antonio]
239219,110765,[Roberto]
243564,111540,[George]
243934,112610,[Oscar's Son]
247361,100871,(Unknown)
247491,103336,[Thomas Malloy]
247511,112317,[Fermo]
247644,108768,[Sziráki Péter]
243984,101414,(Unknown)
248280,108573,(Unknown)
252274,110724,[Adult Sam]
241461,104824,[Gunnery Sgt. Finch]
248581,109861,(Unknown)
248662,101373,[Perforated Aorta]
252690,103375,(Unknown)
244416,107214,[Matt]
244636,109175,[Javier]
244785,109511,[Lembo]
241792,102382,[Ka'reem Roshan]
241792,104824,[Insp. Cheney]
242028,111890,(Unknown)
252906,101148,[Guard]
249265,101114,[Seedy Bloke]
244918,112510,[Steve Carson]
252923,105799,[Himself]
252923,113271,[Himself]
252925,110213,[Merchant Prince #3]
242529,102382,[Scarface]
245204,110152,[Darriel]
249599,107414,[Himself]
252976,109275,[Bartender]
253542,101916,[Naval Officer]
245854,101196,[Pablo]
251420,102966,[Alan]
251420,107014,[Arab Sheik in Airport]
251420,109184,[FBI Agent]
251486,110281,[Himself (Pearl Jam)]
251487,110281,[Himself]
251488,110281,[Himself (Bass)]
256332,108991,[Janitor B]
256717,100871,(Unknown)
254996,106042,[Thomas Wyatt]
246708,111392,[Clay]
263387,111824,[Himself/Jack O'Neill]
259895,109813,(Unknown)
259895,109827,(Unknown)
267180,107003,(Unknown)
260029,109861,[Un spectateur du Nô]
257554,102850,[Bangs]
267650,105826,[Victim]
260961,111272,[Drunken Cowboy]
214909,109293,[Neal Broten]
211665,109861,[Gérald]
211824,107223,[Look Out]
214982,102832,[David]
218460,104522,[Akli]
211840,111926,[Matthew]
218474,104379,[Kid]
218776,108214,[Albion Moonlight]
208539,100871,(Unknown)
216747,110438,(Unknown)
212467,102734,[The Other]
212467,109175,(Unknown)
217499,102877,[Drag Queen #2]
217665,107387,[L'alien/Le gamin (voices)]
210286,100094,[Carlos]
213146,107014,[Lionel]
221752,109175,[Goyoaga]
219605,113214,[Michel Durand]
211156,113214,[Zac]
224853,104440,[Taxi driver 2]
222461,108014,[Mr Pawlikowski]
222636,102073,[Morris Banks]
225303,113346,(Unknown)
222781,100862,[Jeb McNell]
222906,104181,[Jin-lib]
223106,109836,[Himself]
230324,100944,[Band Member (Ozomatli)]
230324,108089,[D.J.]
230533,102382,[Mr. Ryan's Thug]
223499,107707,[Brooksy Sterling]
223599,104624,(Unknown)
226998,110965,[Reporter]
230878,100869,[Babylon Scholar]
220096,112476,[Robin]
220098,102234,[Bossman]
231496,104372,[Himself]
228388,112083,[Torbjörn]
223642,106203,[Farmer]
228563,109861,"[René, l'astrophysicien]"
232330,104447,[Tenor]
235840,110447,(Unknown)
232825,105801,[Himself]
221375,104824,(Unknown)
232839,105910,[Geoff Plow]
221461,100028,[Performers]
221482,100028,[Themselves]
237008,106546,[Jason]
237087,100376,[Prime Minister of Palestine (
237201,101348,(Unknown)
237537,101348,(Unknown)
233527,108684,[Rodrigo]
237646,104170,[Jong-Il Hong]
237928,112085,[Himself]
234059,106144,[Appearance]
238287,106762,[The Agent]
240386,100646,(Unknown)
240486,106762,[Zamboni Phil]
240786,109400,[Boy]
243603,100844,(Unknown)
238682,103225,[Man in Office]
238739,111676,"[Luke Skywalker (segment ""Dart"
239005,100869,[Sheriff #1]
239786,102425,[Patch]
239843,108518,[Det. Lowenstein]
239843,111192,[Bartender]
248083,111708,[Mickey]
252109,112960,[Ramírez]
248149,102382,[Thug #3]
248165,103118,[Chef des secouristes]
